

WARNING ⚠️ inference results will accumulate in RAM unless `stream=True` is passed, causing potential out-of-memory
video 1/1 (frame 378/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 379/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 380/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 381/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 382/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 383/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 384/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 385/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 386/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 387/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 388/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 389/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 390/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 391/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 392/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 393/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 394/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 395/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 396/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 397/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 398/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 399/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 400/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 401/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 402/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 403/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 404/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 405/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 406/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 407/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 408/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 409/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 410/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 411/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 412/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 413/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 414/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 415/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 416/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 417/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 418/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 419/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 420/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 421/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 422/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 423/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 424/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 425/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 426/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 427/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 428/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 429/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 430/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 431/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 432/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 433/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 434/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 435/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 436/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 437/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 438/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 439/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 440/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 441/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 442/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 443/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 444/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 445/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 446/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 447/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 448/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 449/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 450/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 451/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 452/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 453/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 454/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 455/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 456/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 457/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 458/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 459/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 460/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 461/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 462/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 463/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 464/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 465/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 466/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 467/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 468/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 469/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 470/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 471/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 472/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 473/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 474/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 475/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 476/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 477/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 478/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 479/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 480/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 481/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 482/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 483/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 484/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 485/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 486/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 487/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 488/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 489/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 490/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 491/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 492/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 493/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 494/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 495/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 496/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 497/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 498/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 499/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 500/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 501/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 502/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 503/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 504/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 505/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 506/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 507/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 508/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 509/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 510/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 511/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 512/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 513/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 514/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 515/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 516/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 517/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 518/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 519/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 520/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 521/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 522/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 523/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 524/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 525/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 526/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 527/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 528/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 529/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 530/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 531/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 532/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 533/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 534/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 535/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 536/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 537/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 538/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 539/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 540/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 541/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 542/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 543/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 544/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 545/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 546/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 547/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 548/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 549/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 550/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 551/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 552/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 553/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 554/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 555/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 556/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 557/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 558/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 559/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 560/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 561/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 562/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 563/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.5ms
video 1/1 (frame 564/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 565/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 566/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 567/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 568/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 569/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.3ms
video 1/1 (frame 570/1203) /home/lenovo/data/liujiaji/Oildata/DJI_20240926153243_0001_S.MP4: 480x800 (no detections), 7.4ms
